seqno,grade,sex,race,bilingual,bil,lunch,income,sn,sped,absent1,absent2,present1,present2,v15,v16,v17,passfail,sat_00_m,v19,v20,v21,sat_00_r,v23,v24,sat1m,sat_01_m,v27,v28,sat1r,sat_01_r,spr00plm,mcas00m,spr00ple,mcas00e,spr01plm,mcas01m,spr01ple,mcas01e,fa01plm,mcasfama,fa01ple,mcasfael,sch
192,11,M,Black, ,No,O,3, ,0, , , , ,9,58,2,1,694,9,81,3,735, , , , , , , , , , , , ,F,218,NI,220,F,218, , ,1080
193,11,M,Black, ,No,AF,1, ,0, , , , ,9,38,1,0,677,9,44,2,695, , , , , , , , , , , , ,F,216,F,218,F,218,F,218,1080
194,11,M,Black, ,No,AF,1, ,0, , , , ,9,38,1,0,677,9,44,2,695, , , , , , , , , , , , ,F,216,F,218,F,218,F,218,1080
195,11,M,Hispanic, ,No,AF,1, ,0, , , , ,9,35,1,0,674,9,47,2,698, , , , , , , , , , , , ,F,218,F,216,F,218,F,218,1080
196,11,M,Hispanic, ,No,AF,1, ,0, , , , ,9,35,1,0,674,9,47,2,698, , , , , , , , , , , , ,F,218,F,216,F,218,F,218,1080
197,11,F,White,O,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
198,11,F,White,O,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
199,11,M,Hispanic,S,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
200,11,M,Hispanic,S,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
201,11,F,Black, ,No,AF,1, ,0, , , , ,9,25,1,0,664,9,47,2,698, , , , , , , , , , , , ,F,218,P,240,NI,220, , ,1080
202,11,F,Black, ,No,AF,1, ,0, , , , ,9,25,1,0,664,9,47,2,698, , , , , , , , , , , , ,F,218,P,240,NI,220, , ,1080
203,11,M,Hispanic, ,No,AF,1, ,0, , , , ,9,88,3,1,733,9,24,2,673, , , , , , , , , , , , ,NI,226,F,218, , ,F,218,1080
204,11,M,Hispanic, ,No,AF,1, ,0, , , , ,9,88,3,1,733,9,24,2,673, , , , , , , , , , , , ,NI,226,F,218, , ,F,218,1080
205,11,F,Hispanic,S,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,F,216,LEP, ,F,212,F,212,1080
206,11,F,Hispanic,S,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,F,216,LEP, ,F,212,F,212,1080
207,11,F,Hispanic, ,No,O,3, ,0, , , , ,9,61,2,1,697,9,35,2,686, , , , , , , , , , , , ,NI,226,NI,220, , , , ,1080
208,11,F,Hispanic, ,No,O,3, ,0, , , , ,9,61,2,1,697,9,35,2,686, , , , , , , , , , , , ,NI,226,NI,220, , , , ,1080
209,11,M,Black, ,No,O,3, ,0, , , , ,9,85,3,1,728,9,62,3,713, , , , , , , , , , , , , , , , ,NI,228,NI,224,1080
210,11,M,Black, ,No,O,3, ,0, , , , ,9,85,3,1,728,9,62,3,713, , , , , , , , , , , , , , , , ,NI,228,NI,224,1080
211,11,M,Black,N,Yes,AF,1, ,0, , , , ,9,21,1,0,660,9,2,1,618, , , , , , , , , , , , ,F,216,F,214,F,208,F,214,1080
212,11,M,Black, ,No,AF,1, ,0, , , , ,9,18,1,0,656,9,35,2,686, , , , , , , , , , , , ,F,218,NI,222,NI,220, , ,1080
213,11,M,Black,N,Yes,AF,1, ,0, , , , ,9,21,1,0,660,9,2,1,618, , , , , , , , , , , , ,F,216,F,214,F,208,F,214,1080
214,11,M,Black, ,No,AF,1, ,0, , , , ,9,18,1,0,656,9,35,2,686, , , , , , , , , , , , ,F,218,NI,222,NI,220, , ,1080
215,11,M,Black, ,No,O,3,L2,2, , , , , , , , , , , , , ,11, , , ,11,2,1,634,F,200,F,200, , , , , , , , ,1080
216,11,M,Black, ,No,O,3,L2,2, , , , , , , , , , , , , ,11, , , ,11,2,1,634,F,200,F,200, , , , , , , , ,1080
217,11,F,Hispanic,S,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
218,11,M,Hispanic, ,No,O,3, ,0, , , , ,9,54,2,1,690,9,26,2,675, , , , , , , , , , , , ,F,216,F,216,F,214,F,216,1080
219,11,F,Hispanic,S,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
220,11,M,Hispanic, ,No,O,3, ,0, , , , ,9,54,2,1,690,9,26,2,675, , , , , , , , , , , , ,F,216,F,216,F,214,F,216,1080
221,11,M,Black,N,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
222,11,M,Black,N,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
223,11,M,Black,N,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
224,11,M,Black,N,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
225,11,M,Black, ,No,O,3, ,0, , , , ,9,43,1,0,681,9,31,2,682, , , , , , , , , , , , ,F,218,F,218,F,218,NI,220,1080
226,11,M,Black, ,No,O,3, ,0, , , , ,9,43,1,0,681,9,31,2,682, , , , , , , , , , , , ,F,218,F,218,F,218,NI,220,1080
227,11,M,Black, ,No,AF,1, ,0, , , , , , , , , ,9,12,1,652, , , , , , , , , , , , , , , , ,F,212,NI,226,1080
228,11,M,Black, ,No,AF,1, ,0, , , , , , , , , ,9,12,1,652, , , , , , , , , , , , , , , , ,F,212,NI,226,1080
229,11,M, , ,No,AR,2, ,0, , , , , , , , , , , , , ,10, , , , , , , , , , , ,F,212,NI,220,F,216, , ,1080
230,11,M, , ,No,AR,2, ,0, , , , , , , , , , , , , ,10, , , , , , , , , , , ,F,212,NI,220,F,216, , ,1080
231,11,M,Black, ,No,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,F,216,F,212,F,212,F,214,1080
232,11,M,Black, ,No,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,F,216,F,212,F,212,F,214,1080
233,11,M,Black, ,No,AF,1,V4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
234,11,M,Black, ,No,AF,1,V4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
235,11,F,Black,N,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
236,11,F,Black,N,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
237,11,F,Black, ,No,O,3, ,0, , , , ,9,47,1,0,684,9,54,2,705, , , , , , , , , , , , ,NI,232,NI,230, , , , ,1080
238,11,F,Black, ,No,AF,1,R2,2, , , , ,9,38,1,0,677,9,5,1,637, , , , , , , , , , , , ,F,216,F,214,F,218,F,214,1080
239,11,M,Black, ,No,AF,1,L4,4, , , , , , , , , , , , , ,11,28,1,682,11,10,1,662, , , , , , , , , , , , ,1080
240,11,M,Black, ,No,O,3, ,0, , , , ,9,28,1,0,667,9,27,2,677, , , , , , , , , , , , ,F,214,F,216, , , , ,1080
241,11,F,Black, ,No,O,3, ,0, , , , ,9,47,1,0,684,9,54,2,705, , , , , , , , , , , , ,NI,232,NI,230, , , , ,1080
242,11,F,Black, ,No,AF,1,R2,2, , , , ,9,38,1,0,677,9,5,1,637, , , , , , , , , , , , ,F,216,F,214,F,218,F,214,1080
243,11,M,Black, ,No,AF,1,L4,4, , , , , , , , , , , , , ,11,28,1,682,11,10,1,662, , , , , , , , , , , , ,1080
244,11,M,Black, ,No,O,3, ,0, , , , ,9,28,1,0,667,9,27,2,677, , , , , , , , , , , , ,F,214,F,216, , , , ,1080
245,11,F,Black,N,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
246,11,F,Black,N,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
247,11,F,Black,N,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
248,11,F,Black,N,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
249,11,M,Black, ,No,O,3, ,0, , , , ,9,13,1,0,648,9,15,1,659, , , , , , , , , , , , ,F,214,F,214,F,214,F,208,1080
250,11,M,Black, ,No,O,3, ,0, , , , ,9,13,1,0,648,9,15,1,659, , , , , , , , , , , , ,F,214,F,214,F,214,F,208,1080
251,11,F,Black,O,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
252,11,F,Black,O,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
253,11,F,Hispanic, ,No,O,3, ,0, , , , ,9,67,2,1,703,9,47,2,698, , , , , , , , , , , , ,F,210,NI,228,F,214, , ,1080
254,11,F,Hispanic, ,No,O,3, ,0, , , , ,9,67,2,1,703,9,47,2,698, , , , , , , , , , , , ,F,210,NI,228,F,214, , ,1080
255,11,F,Black, ,No,AF,1, ,0, , , , ,9,28,1,0,667,9,21,1,669, , , , , , , , , , , , ,F,216,NI,220,F,218, , ,1080
256,11,F,Black, ,No,AR,2, ,0, , , , ,9,25,1,0,664,9,6,1,640, , , , , , , , , , , , ,F,218,F,216,F,218,F,214,1080
257,11,F,Black, ,No,AF,1, ,0, , , , ,9,28,1,0,667,9,21,1,669, , , , , , , , , , , , ,F,216,NI,220,F,218, , ,1080
258,11,F,Black, ,No,AR,2, ,0, , , , ,9,25,1,0,664,9,6,1,640, , , , , , , , , , , , ,F,218,F,216,F,218,F,214,1080
259,11,M,Black, ,No,AF,1,R2,2, , , , ,9,16,1,0,652,9,4,1,633, , , , , , , , , , , , ,F,204,F,212,F,210,F,218,1080
260,11,M,Black, ,No,AF,1,R2,2, , , , ,9,16,1,0,652,9,4,1,633, , , , , , , , , , , , ,F,204,F,212,F,210,F,218,1080
261,11,M,Black, ,No,IH,2, ,0, , , , ,9,43,1,0,681,9,26,2,675, , , , , , , , , , , , ,F,214,F,218,F,218,F,216,1080
262,11,M,Black, ,No,IH,2, ,0, , , , ,9,43,1,0,681,9,26,2,675, , , , , , , , , , , , ,F,214,F,218,F,218,F,216,1080
263,11,F,White,O,Yes,AR,2, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,A,262,A,268, , , , ,1080
264,11,F,White,O,Yes,AR,2, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,A,262,A,268, , , , ,1080
265,11,F,Black, ,No,AF,1,P4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
266,11,F,Black, ,No,AF,1,P4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
267,11,F,Black, ,No,O,3,A4,4, , , , ,9,18,1,0,656,9,1,1,610, , , , , , , , , , , , ,F,208,F,210,F,212,F,210,1080
268,11,F,Black, ,No,O,3,A4,4, , , , ,9,18,1,0,656,9,1,1,610, , , , , , , , , , , , ,F,208,F,210,F,212,F,210,1080
269,11,M,Black,O,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
270,11,M,Black,O,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
271,11,M,Black, ,No,O,3, ,0, , , , ,9,51,2,1,687,9,62,3,713, , , , , , , , , , , , , , , , ,NI,220,NI,238,1080
272,11,M,Black, ,No,O,3, ,0, , , , ,9,51,2,1,687,9,62,3,713, , , , , , , , , , , , , , , , ,NI,220,NI,238,1080
273,11,M,Black, ,No,AF,1,L4,4, , , , ,9,16,1,0,652,9,11,1,650, , , , , , , , , , , , ,F,216,F,216,F,214,F,216,1080
274,11,M,Black, ,No,AF,1,L4,4, , , , ,9,16,1,0,652,9,11,1,650, , , , , , , , , , , , ,F,216,F,216,F,214,F,216,1080
275,11,F,Hispanic,S,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
276,11,F,Hispanic,S,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
277,11,M,Black, ,No,O,3, ,0, , , , ,9,73,2,1,710,9,44,2,695, , , , , , , , , , , , ,F,216,NI,226,F,218, , ,1080
278,11,M,Black, ,No,O,3, ,0, , , , ,9,73,2,1,710,9,44,2,695, , , , , , , , , , , , ,F,216,NI,226,F,218, , ,1080
279,11,M,Black, ,No,O,3,L3,3, , , , ,9,28,1,0,667,9,10,1,648, , , , , , , , , , , , ,F,204,F,208,F,202,F,214,1080
280,11,M,Black, ,No,O,3,L3,3, , , , ,9,28,1,0,667,9,10,1,648, , , , , , , , , , , , ,F,204,F,208,F,202,F,214,1080
281,11,M,Black, ,No,AF,1, ,0, , , , ,9,71,2,1,707,9,71,3,722, , , , , , , , , , , , ,P,246,NI,226, , , , ,1080
282,11,M,Black, ,No,AF,1, ,0, , , , ,9,71,2,1,707,9,71,3,722, , , , , , , , , , , , ,P,246,NI,226, , , , ,1080
283,11,M,Hispanic, ,No,O,3,M4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
284,11,M,Hispanic, ,No,O,3,M4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
285,11,M,White,O,Yes,AF,1, ,0, , , , ,9, , , , ,9, , , , , , , , , , , ,INC, ,LEP, , , , , , , , , ,1080
286,11,M,White,O,Yes,AF,1, ,0, , , , ,9, , , , ,9, , , , , , , , , , , ,INC, ,LEP, , , , , , , , , ,1080
287,11,F,Hispanic, ,No,O,3, ,0, , , , ,9,47,1,0,684,9,31,2,682, , , , , , , , , , , , ,F,218,F,218,NI,222,NI,228,1080
288,11,F,Hispanic, ,No,O,3, ,0, , , , ,9,47,1,0,684,9,31,2,682, , , , , , , , , , , , ,F,218,F,218,NI,222,NI,228,1080
289,11,M,White, ,No,O,3, ,0, , , , ,9,73,2,1,710,9,51,2,702, , , , , , , , , , , , ,NI,222,NI,220, , , , ,1080
290,11,M,White, ,No,O,3, ,0, , , , ,9,73,2,1,710,9,51,2,702, , , , , , , , , , , , ,NI,222,NI,220, , , , ,1080
291,11,M,Black, ,No,AF,1, ,0, , , , ,9,58,2,1,694,9,35,2,686, , , , , , , , , , , , , , , , ,F,214,F,216,1080
292,11,M,Black, ,No,AF,1, ,0, , , , ,9,58,2,1,694,9,35,2,686, , , , , , , , , , , , , , , , ,F,214,F,216,1080
293,11,F,Hispanic,S,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
294,11,F,Hispanic,S,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
295,11,F,Hispanic, ,No,AF,1, ,0, , , , ,9,64,2,1,700,9,57,2,708, , , , , , , , , , , , ,INC, ,INC, ,NI,234,NI,238,1080
296,11,F,Hispanic, ,No,AF,1, ,0, , , , ,9,64,2,1,700,9,57,2,708, , , , , , , , , , , , ,INC, ,INC, ,NI,234,NI,238,1080
297,11,M,Hispanic, ,No,O,3, ,0, , , , ,9,76,2,1,714,9,20,1,667, , , , , , , , , , , , ,P,242,F,218, , ,F,218,1080
298,11,M,Hispanic, ,No,O,3, ,0, , , , ,9,76,2,1,714,9,20,1,667, , , , , , , , , , , , ,P,242,F,218, , ,F,218,1080
299,11,M,Hispanic, ,No,O,3, ,0, , , , ,9,73,2,1,710,9,40,2,691, , , , , , , , , , , , ,NI,224,NI,230, , , , ,1080
300,11,M,Hispanic, ,No,O,3, ,0, , , , ,9,73,2,1,710,9,40,2,691, , , , , , , , , , , , ,NI,224,NI,230, , , , ,1080
301,11,M,Black, ,No,AF,1, ,0, , , , ,9,43,1,0,681,9,62,3,713, , , , , , , , , , , , ,F,218,NI,238, , , , ,1080
302,11,M,Black, ,No,AF,1, ,0, , , , ,9,43,1,0,681,9,62,3,713, , , , , , , , , , , , ,F,218,NI,238, , , , ,1080
303,11,M,Black, ,No,AF,1, ,0, , , , ,9,16,1,0,652,9,27,2,677, , , , , , , , , , , , ,F,216,F,212,F,216,F,218,1080
304,11,M,Black, ,No,AF,1, ,0, , , , ,9,16,1,0,652,9,27,2,677, , , , , , , , , , , , ,F,216,F,212,F,216,F,218,1080
305,11,F,Black, ,No,AF,1, ,0, , , , ,9,43,1,0,681,9,26,2,675, , , , , , , , , , , , ,F,218,F,218,F,214,F,218,1080
306,11,F,Black, ,No,AF,1, ,0, , , , ,9,43,1,0,681,9,26,2,675, , , , , , , , , , , , ,F,218,F,218,F,214,F,218,1080
307,11,F,Black, ,No,AF,1, ,0, , , , ,9,51,2,1,687,9,40,2,691, , , , , , , , , , , , ,NI,220,NI,224, , , , ,1080
308,11,F,Black, ,No,AF,1, ,0, , , , ,9,51,2,1,687,9,40,2,691, , , , , , , , , , , , ,NI,220,NI,224, , , , ,1080
309,11,M,Hispanic, ,No,O,3, ,0, , , , ,9,88,3,1,733,9,49,2,700, , , , , , , , , , , , ,NI,238,NI,236, , , , ,1080
310,11,M,Hispanic, ,No,O,3, ,0, , , , ,9,88,3,1,733,9,49,2,700, , , , , , , , , , , , ,NI,238,NI,236, , , , ,1080
311,11,M,Asian, ,No,AF,1,M4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
312,11,M,Asian, ,No,AF,1,M4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
313,11,M,Hispanic, ,No,O,3, ,0, , , , ,9,38,1,0,677,9,47,2,698, , , , , , , , , , , , ,NI,220,NI,222, , , , ,1080
314,11,M,Hispanic, ,No,O,3, ,0, , , , ,9,38,1,0,677,9,47,2,698, , , , , , , , , , , , ,NI,220,NI,222, , , , ,1080
315,11,F,Hispanic, ,No,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,NI,220,NI,224, , , , ,1080
316,11,F,Hispanic, ,No,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,NI,220,NI,224, , , , ,1080
317,11,F,Black, ,No,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,F,214,F,212,F,212,F,214,1080
318,11,F,Black, ,No,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,F,214,F,212,F,212,F,214,1080
319,11,F,Black, ,No,IH,2, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,F,204,F,218,F,214,F,218,1080
320,11,F,Black, ,No,IH,2, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,F,204,F,218,F,214,F,218,1080
321,11,M,Black,N,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
322,11,F,Black,N,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
323,11,F,Black,O,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
324,11,M,Black,N,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
325,11,M,Black,N,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
326,11,F,Black,N,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
327,11,F,Black,O,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
328,11,M,Black,N,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
329,11,F,Black,O,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
330,11,F,Black,O,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
331,11,F,Hispanic, ,No,AF,1, ,0, , , , ,9,25,1,0,664,9,20,1,667, , , , , , , , , , , , ,NI,220,F,218, , ,NI,224,1080
332,11,F,Hispanic, ,No,AF,1, ,0, , , , ,9,25,1,0,664,9,20,1,667, , , , , , , , , , , , ,NI,220,F,218, , ,NI,224,1080
333,11,F,Hispanic, ,No,AF,1, ,0, , , , ,9,54,2,1,690,9,37,2,688, , , , , , , , , , , , ,INC, ,INC, ,NI,234,NI,238,1080
334,11,F,Hispanic, ,No,AF,1, ,0, , , , ,9,54,2,1,690,9,37,2,688, , , , , , , , , , , , ,INC, ,INC, ,NI,234,NI,238,1080
335,11,F,Hispanic, ,No,AF,1,R2,2, , , , ,9,32,1,0,671,9,19,1,665,9, , , ,9, , , , , , , ,F,214,F,216,F,218,F,216,1080
336,11,F,Hispanic, ,No,AF,1,R2,2, , , , ,9,32,1,0,671,9,19,1,665,9, , , ,9, , , , , , , ,F,214,F,216,F,218,F,216,1080
337,11,F,Hispanic,S,Yes,O,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,F,216,F,216,F,214,F,218,1080
338,11,F,Hispanic,S,Yes,O,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,F,216,F,216,F,214,F,218,1080
339,11,M,Black, ,No,AF,1, ,0, , , , ,9,83,2,1,725,9,76,3,728, , , , , , , , , , , , ,P,244,P,256, , , , ,1080
340,11,M,Black, ,No,AF,1, ,0, , , , ,9,83,2,1,725,9,76,3,728, , , , , , , , , , , , ,P,244,P,256, , , , ,1080
341,11,M,Black,O,Yes,O,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,NI,228,F,214,1080
342,11,M,Black,O,Yes,O,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,NI,228,F,214,1080
343,11,F,Black, ,No,AF,1,R2,2, , , , ,9,47,1,0,684,9,24,2,673, , , , , , , , , , , , ,F,218,NI,228,F,218, , ,1080
344,11,F,Black, ,No,AF,1,R2,2, , , , ,9,47,1,0,684,9,24,2,673, , , , , , , , , , , , ,F,218,NI,228,F,218, , ,1080
345,11,M,Black,O,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
346,11,M,Black,O,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
347,11,M,Black,N,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
348,11,M,Black,N,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
349,11,F,Hispanic,S,Yes,DC,1,R2,2, , , , ,9,11,1,0,644,9,5,1,635, , , , , , , , , , , , ,LEP, ,LEP, ,F,208,F,214,1080
350,11,F,Hispanic,S,Yes,DC,1,R2,2, , , , ,9,11,1,0,644,9,5,1,635, , , , , , , , , , , , ,LEP, ,LEP, ,F,208,F,214,1080
351,11,F,Black,O,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
352,11,F,Black,O,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
353,11,M,Black, ,No,AF,1,V2,2, , , , ,9,51,2,1,687,9,44,2,695, , , , , , , , , , , , ,F,200,F,214, , , , ,1080
354,11,M,Black, ,No,AF,1,V2,2, , , , ,9,51,2,1,687,9,44,2,695, , , , , , , , , , , , ,F,200,F,214, , , , ,1080
355,11,F,Hispanic, ,No,AF,1, ,0, , , , ,9,38,1,0,677,9,47,2,698, , , , , , , , , , , , ,F,218,NI,228,F,218, , ,1080
356,11,F,Hispanic, ,No,AF,1, ,0, , , , ,9,38,1,0,677,9,47,2,698, , , , , , , , , , , , ,F,218,NI,228,F,218, , ,1080
357,11,F,Hispanic,S,Yes,NI,2, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,F,216,LEP, ,F,210,F,212,1080
358,11,F,Hispanic,S,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
359,11,F,Hispanic, ,No,O,3, ,0, , , , ,9,81,2,1,721,9,51,2,702, , , , , , , , , , , , ,NI,226,P,240, , , , ,1080
360,11,M,Hispanic, ,No,O,3, ,0, , , , ,9,83,2,1,725,9,57,2,708, , , , , , , , , , , , ,P,248,P,242, , , , ,1080
361,11,F,Hispanic,S,Yes,NI,2, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,F,216,LEP, ,F,210,F,212,1080
362,11,F,Hispanic,S,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1080
363,11,F,Hispanic, ,No,O,3, ,0, , , , ,9,81,2,1,721,9,51,2,702, , , , , , , , , , , , ,NI,226,P,240, , , , ,1080
364,11,M,Hispanic, ,No,O,3, ,0, , , , ,9,83,2,1,725,9,57,2,708, , , , , , , , , , , , ,P,248,P,242, , , , ,1080
365,11,M,Hispanic, ,No,O,3,R2,2, , , , ,9,13,1,0,648,9,2,1,621, , , , , , , , , , , , ,F,212,INC, ,F,206,F,214,1080
366,11,F,Hispanic, ,No,AF,1, ,0, , , , ,9,43,1,0,681,9,8,1,644, , , , , , , , , , , , ,F,218,F,218,F,212,F,216,1080
367,11,M,Hispanic, ,No,O,3,R2,2, , , , ,9,13,1,0,648,9,2,1,621, , , , , , , , , , , , ,F,212,INC, ,F,206,F,214,1080
368,11,F,Hispanic, ,No,AF,1, ,0, , , , ,9,43,1,0,681,9,8,1,644, , , , , , , , , , , , ,F,218,F,218,F,212,F,216,1080
369,11,F,Hispanic, ,No,IH,2, ,0, , , , ,9,81,2,1,721,9,51,2,702, , , , , , , , , , , , ,NI,220,NI,234, , , , ,1080
370,11,F,Hispanic, ,No,IH,2, ,0, , , , ,9,81,2,1,721,9,51,2,702, , , , , , , , , , , , ,NI,220,NI,234, , , , ,1080
371,11,F,Hispanic, ,No,AF,1, ,0, , , , ,9,51,2,1,687,9,26,2,675, , , , , , , , , , , , ,NI,222,NI,228, , , , ,1080
372,11,F,Hispanic, ,No,AF,1, ,0, , , , ,9,51,2,1,687,9,26,2,675, , , , , , , , , , , , ,NI,222,NI,228, , , , ,1080
373,11,F,White, ,No,AF,1, ,0, , , , ,9,51,2,1,687,9,54,2,705, , , , , , , , , , , , ,F,218,P,248,NI,232, , ,1080
374,11,F,White, ,No,AF,1, ,0, , , , ,9,51,2,1,687,9,54,2,705, , , , , , , , , , , , ,F,218,P,248,NI,232, , ,1080
375,11,F,White,O,Yes,O,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,NI,224,F,216,1080
376,11,F,White,O,Yes,O,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,NI,224,F,216,1080
377,11,F,Black, ,No,O,3, ,0, , , , ,9,83,2,1,725,9,78,3,731, , , , , , , , , , , , ,NI,232,NI,224, , , , ,1080
378,11,F,Black, ,No,O,3, ,0, , , , ,9,83,2,1,725,9,78,3,731, , , , , , , , , , , , ,NI,232,NI,224, , , , ,1080
379,11,M,Black, ,No,O,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,NI,220,NI,228,NI,220, , ,1080
380,11,M,Black, ,No,O,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,NI,220,NI,228,NI,220, , ,1080
381,11,F,Asian,O,Yes,DC,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,F,216,F,214,1080
382,11,M,Asian,O,Yes,DC,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,F,216,F,216,1080
383,11,F,Asian,O,Yes,DC,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,F,216,F,214,1080
